"title","date","time","price","venue","url","description"
"My Fair Lady, Musical","25 Nov 2025","21:30","0 €","Vienna Volksoper","https://www.europaticket.com/en/event/my-fair-lady-musical-3505-11014","or contact us by phone for more information about performers, program details, and ticket prices."
"Tablao Alvarez Quintero Flamenco Show","25 Nov 2025","20:30","0 €","Venue","https://www.europaticket.com/en/event/tablao-alvarez-quintero-flamenco-show-25194","or contact us by phone for more information about performers, program details, and ticket prices."
"SchÃ¶nbrunn Palace Guided Tour","25 Nov 2025","09:30","0 €","Venue","https://www.europaticket.com/en/event/schÃ¶nbrunn-palace-guided-tour-26975","or contact us by phone for more information about performers, program details, and ticket prices."
"Unlimited Prosecco and Wine Cruise","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/unlimited-prosecco-and-wine-cruise-26999","or contact us by phone for more information about performers, program details, and ticket prices."
"SchÃ¶nbrunn Palace Tour and Concert","25 Nov 2025","6:45","0 €","Venue","https://www.europaticket.com/en/event/schÃ¶nbrunn-palace-tour-and-concert-5982-11297","Have an evening of royal pleasures just like the royalty in times long past: start by walking through the sumptuous palace and enjoy a grand finale at the Schoenbrunn Palace Orangery, embarking on a musical journey with the Schoenbrunn Palace Orchestra"
"Mediolanum Forum","","","0 €","Mediolanum Forum","https://www.europaticket.com/en/events/pop-rock-concerts-10/mediolanum-forum-353","Buy Tickets for events at Mediolanum Forum."
"Rammstein Tour","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/rammstein-tour-399","Buy Tickets for the Rammstein Tour in Europe. Secure your ticket for concerts in MÃ¼nchen, Madrid, Lisbon, Budapest, Berlin, Paris, and Vienna."
"Prague National Theatre","11 Oct 2025","15:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/prague-national-theatre-94","Check your schedule and book your tickets for the Prague National Theatre."
"Vienna to Salzburg Day Trip","25 Nov 2025","20:00","0 €","Venue","https://www.europaticket.com/en/event/vienna-to-salzburg-day-trip-7993-20994","Buy Official Tickets for Bus Tour Vienna to Salzburg. More info about schedule, programme, and prices online and by phone."
"Les Arts Valencia","08 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/les-arts-valencia-348","Check your schedule and book your tickets for the Les Arts."
"Classic Ensemble Vienna St Peters Church Concerts","25 Nov 2025","21:30","0 €","Venue","https://www.europaticket.com/en/event/classic-ensemble-vienna-st-peters-church-concerts-6197-10769","Classic Ensemble Vienna performs weekly at the St. PeterÂ´s Church, one of the most beautiful baroque churches in Vienna. See the dates and book tickets online or by phone for the concerts in this unique viennese baroque church."
"Semperoper Dresden","","","0 €","Semperoper Dresden","https://www.europaticket.com/en/events/opera-and-ballet-1/semperoper-dresden-456","or contact us by phone for more information about performers, program details, and ticket prices."
"Wachau Day Tour from Vienna","25 Nov 2025","18:00","0 €","Venue","https://www.europaticket.com/en/event/wachau-day-tour-from-vienna-2186-20993","Buy Official Tickets for Wachau - Danube Valley Day Trip from Vienna. More info about schedule, programme, and prices online and by phone."
"Opera Comique","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/opera-comique-273","Buy tickets for representations held at the Opera Comique and enjoy your visit in Paris even more. Secure your tickets now."
"Porgy and Bess","08 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/jazz-6957-12/porgy-and-bess-979-192","Porgy & Bess Vienna. Check the schedule, select the date and book tickets for Porgy & Bess Jazz Concerts in Vienna, Austria. Details, programme and photos."
"1 Hour Sightseeing Cruise with Audio Guide","25 Nov 2025","18:30","0 €","Venue","https://www.europaticket.com/en/event/1-hour-sightseeing-cruise-with-audio-guide-3926-20244","Buy Official Tickets for 1 hour sightseeing cruise with Audio Guide, Budapest Cruise, Hungary. More info about performers, programme, and prices online and by phone."
"Venice Music Project","11 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/venice-music-project-176","Check your schedule and book your tickets. Venice Music Project in Venice."
"Stefaniensaal","","","0 €","Stefaniensaal","https://www.europaticket.com/en/events/classical-concerts-3/stefaniensaal-342","Buy Tickets for events at Stefaniensaal."
"SchÃ¶nbrunn Palace Tour, Dinner and Concert","25 Nov 2025","5:15","0 €","Venue","https://www.europaticket.com/en/event/schÃ¶nbrunn-palace-tour-dinner-and-concert-2243-11288","Buy Tickets for SchÃ¶nbrunn Palace Vienna Dinner and Concert, Vienna, Austria. This package offers a unique combination of two delightful destinations: gourmet cuisine and world-famous music. More info about performers, programme, and prices online and by phone."
"Jazz Festival Vienna","","","0 €","","https://www.europaticket.com/en/events/jazz-6957-12/jazz-festival-vienna-116","Check the schedule, select the date and book tickets for Jazz Festival Vienna. Tickets in advance. Details, programme and photos."
"Cocktail or Beer Cruise","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/cocktail-or-beer-cruise-12108","Buy Official Tickets for Cocktail or Beer Cruise in Budapest, Hungary. More info about programme and prices online and by phone."
"Casa de la Guitarra Flamenco Show","25 Nov 2025","19:30","0 €","Venue","https://www.europaticket.com/en/event/casa-de-la-guitarra-flamenco-show-18997","or contact us by phone."
"Paris String Orchestra","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/paris-string-orchestra-25710","or contact us by phone for more information about performers, program details, and ticket prices."
"Riccardo Muti and Orchestra Giovanile Luigi Cherubini","25 Nov 2025","","0 €","Teatro La Fenice in Venice","https://www.europaticket.com/en/event/riccardo-muti-and-orchestra-giovanile-luigi-cherubini-26724","or contact us by phone for more information on prices, program, and cast."
"Dutch National Opera Amsterdam","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/dutch-national-opera-amsterdam-89","Buy tickets for representations held at the Dutch National Opera and enjoy your visit in Amsterdam even more. Secure your tickets now."
"Elbphilharmonie","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/elbphilharmonie-182","Check the schedule, select the date and book tickets for Classical Concerts at the Elbphilharmonie. Tickets in advance. Details, programme and photos."
"Concerts in Seville","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-seville-478","or contact us by phone."
"Concerts in Milano","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-milano-437","Buy tickets for pop/rock concerts in Milano. More info online and by phone."
"Berlin Philharmonic Orchestra","31.12.2025","22:00","0 €","Berliner Philharmonie","https://www.europaticket.com/en/event/berlin-philharmonic-orchestra-9074-5090","or contact us by phone for more information about performers, program details, and ticket prices."
"Jazzorchester Vorarlberg","25 Nov 2025","","0 €","Porgy & Bess - Jazz & Music Club Vienna","https://www.europaticket.com/en/event/jazzorchester-vorarlberg-26854","or contact us by phone for more information about performers, program details, and ticket prices."
"DÃ¼rer Kert","23 Nov 2025","19:00","0 €","DÃ¼rer Kert in Budapest","https://www.europaticket.com/en/events/pop-rock-concerts-10/dÃ¼rer-kert-463","or contact us by phone for more information."
"Vienna Royal Orchestra","08 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/vienna-royal-orchestra-491","Check your schedule and book your tickets for the Vienna Royal Orchestra."
"Piazza Napoleone","","","0 €","Piazza Napoleone","https://www.europaticket.com/en/events/classical-concerts-3/piazza-napoleone-346","Buy tickets for events at Piazza Napoleone."
"Teatro Verdi Trieste","17 Oct 2025","19:30","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-verdi-trieste-379","Check your schedule and book your tickets for the Teatro Verdi Trieste."
"Classical Concerts","08 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3","Best selection of classical concerts in your city. Check the schedule and book official tickets for Classic Concerts in Vienna, Venice, Paris, Milan, Barcelona, Prague, etc. E-Tickets online or by phone."
"Totally Crazy Show","25 Nov 2025","22:30","0 €","Venue","https://www.europaticket.com/en/event/totally-crazy-show-11764","Buy online or reserve tickets for Totally Crazy Show with most world sensual dancers in Paris. Buy a packages with variaty of drinks or dinner."
"Culinary Jazz Dinner","","","0 €","","https://www.europaticket.com/en/events/jazz-6957-12/culinary-jazz-dinner-4846-385","Check the schedule, select the date and book tickets for Culinary Jazz Dinner, Prague. Tickets in advance. Details, programme and photos."
"Vivaldi Baroque Ensemble","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/vivaldi-baroque-ensemble-8017","or contact us by phone for more information about performers, program details, and ticket prices."
"App-Guided Walking Tour Jewish Vienna","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/app-guided-walking-tour-jewish-vienna-21005","Buy Official Tickets for App-Guided: Walking Tour of Jewish Vienna. This tour allows you to discover the historic jewish highlights of Vienna on your own. More info about schedule, programme, and prices online and by phone."
"Opera e lirica","11 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/opera-e-lirica-222","Opera e lirica in Rome. Check your schedule and book your tickets now. Buy tickets online."
"Christmas Organ Music","25 Jan 2026","17:30","0 €","Konzerthaus Berlin","https://www.europaticket.com/en/event/christmas-organ-music-26967","or contact us by phone for more information on prices, program, and cast."
"Disney The Lion King Musical","25 Nov 2025","20:00","0 €","Venue","https://www.europaticket.com/en/event/disney-the-lion-king-musical-23652","or contact us by phone."
"Erkel Theatre","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/erkel-theatre-470","or contact us by phone."
"Analog Music Hall","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/analog-music-hall-468","or contact us by phone for more information."
"Vienna Royal Orchestra","25 Nov 2025","9:00","0 €","Venue","https://www.europaticket.com/en/event/vienna-royal-orchestra-9101-10601","Tickets for the Vienna Royal Orchestra. Tradition in its purest form. Reserve your seats online or by phone."
"Lapin Agile","09 Oct 2025","21:00","0 €","","https://www.europaticket.com/en/events/cabaret-tickets-5/lapin-agile-250","Tickets Lapin Agile"
"Manon Lescaut","25 Nov 2025","21:20","0 €","Venue","https://www.europaticket.com/en/event/manon-lescaut-741-22159","Buy official tickets for Manon Lescaut - Opera at the State Opera in Prague. More info about performers, programme, and prices online and by phone."
"Cocktail Cruise Downtown Budapest","25 Nov 2025","20:30","0 €","Venue","https://www.europaticket.com/en/event/cocktail-cruise-downtown-budapest-21379","Buy tickets for the Cocktail Cruise Downtown Budapest, Hungary. More info online and by phone."
"Salle Gaveau","10 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/salle-gaveau-337","Check your schedule and book your tickets for the Salle Gaveau."
"Hallenstadion","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/hallenstadion-388","Check your schedule and come to see your favourite artists perform live on the Hallenstadion stage. Secure your tickets now."
"The Four Seasons By Antonio Vivaldi","25 Nov 2025","8:30","0 €","San Vidal church","https://www.europaticket.com/en/event/the-four-seasons-by-antonio-vivaldi-8014-21599","Buy Tickets for The Four Seasons By Antonio Vivaldi performed by the renowned Interpreti Veneziani at San Vidal church, Venice, Italy. More info online and by phone."
"Walking Tour of Venice and Gondola Ride","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/walking-tour-of-venice-and-gondola-ride-9650-21947","or contact us by phone."
"Royal Concert Hall Amsterdam","27 Oct 2025","20:15","0 €","Royal Concert Hall","https://www.europaticket.com/en/events/classical-concerts-3/royal-concert-hall-amsterdam-265","Buy Tickets for events at Royal Concert Hall."
"Bellini and Opera","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/bellini-and-opera-20817","Buy Tickets for Bellini and Opera at the Badia di SantÂ´Agata in Catania. Find details about performers, programme, and prices."
"Classic Concerts in Milano","27 Nov 2025","20:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-milano-400","Check your schedule and book your tickets for an incredible Classic Concert in Milano. Secure your seats now."
"Parndorf Shuttle Bus","25 Nov 2025","11:30","0 €","prices reduced up to 70%","https://www.europaticket.com/en/event/parndorf-shuttle-bus-21002","Buy Official Tickets for Parndorf Shuttle Bus. Designer Outlet Parndorf near Vienna combines an easy-to-reach location with a relaxing atmosphere. Shoppers will find a variety of luxury and premium designer brands at prices reduced up to 70%. More info about schedule, programme, and prices online and by phone."
"Teatro Flamenco Sevilla","25 Nov 2025","19:30","0 €","Teatro Flamenco","https://www.europaticket.com/en/event/teatro-flamenco-sevilla-25144","or contact us by phone."
"Mozart Dinner and Concert in Salzburg","25 Nov 2025","6:30","€ 3","Venue","https://www.europaticket.com/en/event/mozart-dinner-and-concert-in-salzburg-3320-11268","Buy Official Tickets for Mozart Dinner and Concert in Salzburg. More info about performers, programme, and prices online and by phone."
"Strauss Dinner Show","25 Nov 2025","22:00","0 €","Venue","https://www.europaticket.com/en/event/strauss-dinner-show-22694","or contact us by phone."
"Make A Move, Tour 2025","25 Nov 2025","","0 €","Kozerthaus","https://www.europaticket.com/en/event/make-a-move-tour-2025-26508","or contact us by phone."
"Ariodante","25 Nov 2025","22:55","0 €","Palais Garnier","https://www.europaticket.com/en/event/ariodante-716-402","Buy official tickets for Ariodante - Paris National Opera 2025/2026 at Palais Garnier, Paris, France. More info about performers, programme, and prices online and by phone."
"Teatro San Carlo","08 Oct 2025","20:00","0 €","Teatro San Carlo in Naples for the new season","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-san-carlo-83","Buy tickets for representations held at Teatro San Carlo in Naples for the new season."
"NEST New State Opera","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/nest-new-state-opera-451","Check your schedule and purchase tickets to see the greatest performances live on stage at the NEST - New State Opera. Buy tickets now."
"Classic Concerts in Vienna","08 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-vienna-112","Check your schedule and book your tickets for Classic Concerts in Vienna. Secure your seats now."
"Drink and Cruise Options","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/drink-and-cruise-options-27021","or contact us by phone for more information about performers, program details, and ticket prices."
"We Came As Romans, Bad Luck Tour","25 Nov 2025","9:36","0 €","SIMM City Zentrum Simmering","https://www.europaticket.com/en/event/we-came-as-romans-bad-luck-tour-27634","or contact us by phone."
"Church of Saint-Germain-des-PrÃ©s Paris Concerts","10 Oct 2025","20:45","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/church-of-saint-germain-des-prÃ©s-paris-concerts-497","Check your schedule and book your tickets for the Church of Saint-Germain-des-PrÃ©s, Paris."
"Musikverein Vienna","08 Oct 2025","20:15","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/musikverein-vienna-91","Check your schedule and book your tickets for an incredible concert at the Musikverein in Vienna. Secure your seats now."
"Vienna Night Tour","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/vienna-night-tour-11171","Buy Official Tickets for Vienna Night Tour. Let yourself be enchanted by the flair of the beautiful city on our Vienna panorama tour. More info about schedule, programme, and prices online and by phone."
"Teatro alla Scala","19 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/teatro-alla-scala-210","Teatro alla Scala is a must when you visit Milan. Choose from a wide variety of classic concerts and book your tickets now."
"La Monnaie Opera Tickets","","","0 €","La Monnaie","https://www.europaticket.com/en/events/opera-and-ballet-1/la-monnaie-opera-tickets-113","Check your schedule and book your tickets for opera performances at La Monnaie."
"Concerts in Prague","15 Dec 2025","20:00","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-prague-483","or contact us by phone for more information about performers, program details, and ticket prices."
"Bottomless Brunch","25 Nov 2025","16:00","0 €","Venue","https://www.europaticket.com/en/event/bottomless-brunch-27024","or contact us by phone for more information about performers, program details, and ticket prices."
"The Blue Danube Waltz","25 Nov 2025","16:40","0 €","Venue","https://www.europaticket.com/en/event/the-blue-danube-waltz-22686","or contact us by phone."
"Tosca, On the Other Side Carnival","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/tosca-on-the-other-side-carnival-25428","or contact us by phone."
"Dinner and Show La Nouvelle Eve Cabaret","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/dinner-and-show-la-nouvelle-eve-cabaret--27057","or contact us by phone for more information about performers, program details, and ticket prices."
"Opera Festival in Lisbon","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/opera-festival-in-lisbon-433","Summer Opera Festival in Lisbon, Portugal. Program and tickets online or by phone."
"Royal Swedish Opera","","","0 €","Royal Swedish Opera","https://www.europaticket.com/en/events/opera-and-ballet-1/royal-swedish-opera-264","Buy Tickets for events at Royal Swedish Opera."
"Mozart at Mirabel Palace","25 Nov 2025","","0 €","Mirabell Palace in Salzburg","https://www.europaticket.com/en/event/mozart-at-mirabel-palace-26710","or contact us by phone for more information on prices, program, and cast."
"City Round Trip by Boat Tour 1","25 Nov 2025","15:00","0 €","Tour 1 starting from Marko-Feingold-Steg","https://www.europaticket.com/en/event/city-round-trip-by-boat-tour-1-24957","or contact us by phone."
"Concerts in Barcelona","22 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-barcelona-259","Buy Tickets for concerts in Barcelona"
"Hungarian Wine and Food Tasting Experience","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/hungarian-wine-and-food-tasting-experience-17341","or contact us by phone."
"Caracalla Thermal Baths Festival","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/caracalla-thermal-baths-festival-226","Check the schedule and buy tickets for CaracallaÂ´s Thermal Baths Rome - Summer Season."
"Musik Adler","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/musik-adler-396","Buy tickets for representations held at the Musik Adler and enjoy your visit in London even more. Secure your tickets now."
"Mozart House Vienna Concerts by Mozart Ensemble","25 Nov 2025","21:30","0 €","Venue","https://www.europaticket.com/en/event/mozart-house-vienna-concerts-by-mozart-ensemble-11230","Ticket for the Mozart Ensemble Wien at The original Sala Terrena in the heart of Vienna is an impressive place to be enchanted by Viennese classic, performed by our virtuosic quartet in one of the oldest concert halls of Vienna, where even Mozart himself used to perform."
"Volksoper Vienna","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/volksoper-vienna-3342-171","Check your schedule and purchase tickets to see the greatest artists perform live on stage at the Volksoper Vienna. Buy tickets now."
"A Masked Ball","25 Nov 2025","","0 €","Teatro di San Carlo","https://www.europaticket.com/en/event/a-masked-ball-3028-23357","or contact us by phone for more information about performers, program details, and ticket prices."
"Sting","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/sting-8536-25065","or contact us by phone for more information about performers, program details, and ticket prices."
"Teatro Carlo Felice","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-carlo-felice-374","Buy Tickets for principal opera house of Genoa, Teatro Carlo Felice."
"Church of St. Eustache Paris Concerts","19 Dec 2025","20:45","0 €","Church of St","https://www.europaticket.com/en/events/classical-concerts-3/church-of-st--eustache-paris-concerts-509","Buy Official Tickets of Church Concerts in Paris at Church of St. Eustache."
"CasaNova Vienna","","","0 €","CasaNova","https://www.europaticket.com/en/events/cabaret-tickets-5/casanova-vienna-189","Check your schedule and come to see your favourite artists perform live at CasaNova, Vienna. Secure your tickets now."
"WaldbÃ¼hne Berlin","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/waldbÃ¼hne-berlin-284","Buy tickets for representations held at the WaldbÃ¼hne Berlin. Secure your tickets now."
"Christian Blackshaw","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/christian-blackshaw-3835-27570","or contact us by phone for more information on prices, program, and cast."
"Vienna Premium Orchestra","25 Nov 2025","20:15","0 €","Venue","https://www.europaticket.com/en/event/vienna-premium-orchestra-26685","or contact us by phone for more information on prices, program, and cast."
"Baroque Orchestra Vienna","09 Oct 2025","18:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/baroque-orchestra-vienna-359","Buy tickets for Baroque Orchestra Vienna."
"Munich Messe","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/munich-messe-440","Buy tickets for pop/rock concerts in Munich Messe. More info online and by phone."
"Konzerthaus Berlin","15 Oct 2025","20:00","0 €","Konzerthaus in","https://www.europaticket.com/en/events/classical-concerts-3/konzerthaus-berlin-303","Buy Tickets for events at Konzerthaus in Berlin."
"Mannheim Darts Gala","","","0 €","MANNHEIM","https://www.europaticket.com/en/events/sport-4/mannheim-darts-gala-307","Buy Ticket for Mannheim Darts Gala at MANNHEIM, SAP Arena."
"OpÃ©ra Bastille","08 Oct 2025","19:30","0 €","OpÃ©ra Bastille","https://www.europaticket.com/en/events/opera-and-ballet-1/opÃ©ra-bastille-136","Check your schedule and book your tickets for opera performances at OpÃ©ra Bastille."
"Hungarian National Philharmonic Orchestra","25 Nov 2025","7:30","0 €","MÃ¼pa Budapest","https://www.europaticket.com/en/event/hungarian-national-philharmonic-orchestra-4315-24920","or contact us by phone for more information about performers, program details, and ticket prices."
"Vienna Mozart Concert at the Musikverein","25 Nov 2025","20:15","0 €","Venue","https://www.europaticket.com/en/event/vienna-mozart-concert-at-the-musikverein-8190-11251","or contact us by phone for more info about prices, programme, and cast."
"Wine or Prosecco Cruise","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/wine-or-prosecco-cruise-27022","or contact us by phone for more information about performers, program details, and ticket prices."
"Palais 12","","","0 €","Palais 12","https://www.europaticket.com/en/events/pop-rock-concerts-10/palais-12-355","Buy Tickets for events at Palais 12."
"SchÃ¶nbrunn Palace Concerts Vienna","08 Oct 2025","17:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/schÃ¶nbrunn-palace-concerts-vienna-5881-360","Buy Tickets for the concerts at the Orangerie of the Imperial Palace SchÃ¶nbrunn. Packages with Dinner and Mozart&Strauss concerts on daily basis."
"Royal Arena","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/royal-arena-390","Check your schedule and come to see your favourite artists perform live on the Royal Arena stage. Secure your tickets now."
"Galleon Dinner Cruise in Venice","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/galleon-dinner-cruise-in-venice-2831-7888","Online tickets reservation for Galleon Dinner Cruise in Venice, Italy. Find details about interpreters, programme, and prices. Buy your ticket now."
"Disneyland 1 Day","25 Nov 2025","21:00","0 €","Venue","https://www.europaticket.com/en/event/disneyland-1-day-7581-16069","Buy Tickets for Disneyland 1 Day dated. Find details about performers, programme, and prices."
"PuskÃ¡s Stadium","11 Jun 2026","16:00","0 €","PuskÃ¡s Arena","https://www.europaticket.com/en/events/pop-rock-concerts-10/puskÃ¡s-stadium--232","Buy Tickets for concerts at PuskÃ¡s Arena, Budapest Find details about prices."
"Interpreti Veneziani Concerts","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/interpreti-veneziani-concerts-1859-205","Check the schedule, select the date and book tickets for Interpreti Veneziani Concerts. Tickets in advance. Details, programme and photos."
"Dinner and Show Moulin Rouge Cabaret Paris","25 Nov 2025","6:45","0 €","Reservation for Moulin Rouge Paris Dinner at 7pm & Show at 9pm","https://www.europaticket.com/en/event/dinner-and-show-moulin-rouge-cabaret-paris-6369-762","Seat Reservation for Moulin Rouge Paris Dinner at 7pm & Show at 9pm. Reserve your seats for a very special Package at the Moulin Rouge Paris."
"Basket","","","0 €","","https://www.europaticket.com/en/events/sport-4/basket-ball-305","Basket-ball"
"Budapest Dinner Cruise with Folklore and Operetta Show","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/budapest-dinner-cruise-with-folklore-and-operetta-show-20448","Buy Official Tickets for this exclusive Budapest Dinner Cruise with Folklore and Operetta Show, get on board and savor the moment.More info about programme and prices online and by phone."
"Hallstatt Day Trip from Vienna","25 Nov 2025","20:30","0 €","Venue","https://www.europaticket.com/en/event/hallstatt-day-trip-from-vienna-20992","Buy Official Tickets for Hallstatt Day Trip from Vienna, Austria. More info about schedule, programme, and prices online and by phone."
"Tablao Flamenco Cordobes","25 Nov 2025","21:00","0 €","Venue","https://www.europaticket.com/en/event/tablao-flamenco-cordobes-7992-14209","or contact us by phone."
"Andreas Vollenweider and Friends","25 Nov 2025","22:00","0 €","Palace of Arts Mupa","https://www.europaticket.com/en/event/andreas-vollenweider-and-friends-27361","or contact us by phone."
"SchÃ¶nbrunn Palace Concerts","25 Nov 2025","8:30","0 €","Venue","https://www.europaticket.com/en/event/schÃ¶nbrunn-palace-concerts-5111-18790","Buy Tickets for SchÃ¶nbrunn Palace Concerts. Find details about performers, programme, and prices."
"Matthias Church Budapest Concerts","10 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/matthias-church-budapest-concerts-503","Check your schedule and book your tickets for the Matthias Church Budapest Concerts."
"Mitridate Eupatore","25 Nov 2025","","0 €","Teatro Massimo in Palermo","https://www.europaticket.com/en/event/mitridate-eupatore-25054","or contact us by phone for more information about performers, program details, and ticket prices."
"Teatro Ristori","","","0 €","Teatro Ristori","https://www.europaticket.com/en/events/classical-concerts-3/teatro-ristori-340","Buy tickets for events at Teatro Ristori."
"Theater an der Wien","08 Oct 2025","19:00","0 €","Theater an der Wien","https://www.europaticket.com/en/events/opera-and-ballet-1/theater-an-der-wien-85","Purchase tickets for representations held at Theater an der Wien. Get your tickets fast for the best available seats and price."
"Capuchins Crypt, Sacred Music in the Heart of Rome","25 Nov 2025","4:45","0 €","Venue","https://www.europaticket.com/en/event/capuchins-crypt-sacred-music-in-the-heart-of-rome-2344-3886",", where you can find more information about performers, program, and ticket prices."
"Macbeth 1847","25 Nov 2025","23:00","0 €","Verdi Festival Parma","https://www.europaticket.com/en/event/macbeth-1847-4567-24919","or contact us by phone."
"Dinner and Cruise with Folklore Live Music and Dance Show","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/dinner-and-cruise-with-folklore-live-music-and-dance-show-5602","Buy Official Tickets for Dinner & Cruise with Folklore Live Music and Dance Show in Budapest, Hungary. More info about programme and prices online and by phone."
"Unlimited Beer Cruise","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/unlimited-beer-cruise-27000","or contact us by phone for more information about performers, program details, and ticket prices."
"Ball","31 Dec 2025","19:30","0 €","","https://www.europaticket.com/en/events/ball-13","Check the schedule, select the date and book tickets for Ball. Tickets in advance. Details, programme and photos."
"Palace Garnier","08 Oct 2025","19:30","0 €","Palace Garnier","https://www.europaticket.com/en/events/opera-and-ballet-1/palace-garnier-135","Check your schedule and book your tickets for opera performances at Palace Garnier."
"Klementinum","","","0 €","Klementinum","https://www.europaticket.com/en/events/classical-concerts-3/klementinum-254","Buy Tickets for events at Klementinum. Find details about performers, programme, and prices."
"Old Airport Vajnory","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/old-airport-vajnory-442","Check your schedule and come to see your favourite artists perform live on the Old Airport Vajnory stage. Secure your tickets now."
"The Crazy Horse Cabaret Packages","25 Nov 2025","22:30","0 €","Venue","https://www.europaticket.com/en/event/the-crazy-horse-cabaret-packages-693","Buy official Tickets for the most avant-garde cabaret in Paris reveals its charms in a show entitled DÃ©sirs. The showâs artistic direction is signed by renowned photographer Ali Mahdavi. See dates and buy tickets for the"
"SchÃ¶nbrunn Palace","","","0 €","","https://www.europaticket.com/en/events/other-events-16/schÃ¶nbrunn-palace-495","Check your schedule and book your tickets for the SchÃ¶nbrunn Palace, Vienna."
"Mozart Week","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/mozart-week-239","Buy Tickets for Mozart Week in Salzburg. Find details about performers, programme, and prices."
"ZimnÃ½ Å¡tadiÃ³n Ondreja Nepelu","02 Dec 2025","19:00","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/zimnÃ½-Å¡tadiÃ³n-ondreja-nepelu-516","Check your schedule and book your tickets for the ZimnÃ½ Å¡tadiÃ³n Ondreja Nepelu, Bratislava."
"Zucchero Arena di Verona 2025","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/zucchero-arena-di-verona-2025-7127","or contact us by phone."
